sentence,key_point,stance,label
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",We need to manage growth better.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Real estate taxes are too high,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Please provide safety for cyclists.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Utilities are too high.,-1,1
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",ROAD QUALITY IS POOR,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",We need infrastructure to support rapid growth,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Affordable housing for low income /working families,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Growth needs to pay for itself.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",The police are too reactive and authoritarian.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Embrace growth and innovation!,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",homeless population grows and spreads out.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills","privatize utilities, energy, water, etc.",-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Code issues are hurting the city.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",MAKE TAXES MORE AFFORDABLE.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",WATER CONSERVATION IS A PRIORITY.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",QUALITY OF LIFE FOR RETIREES,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Police are overusing and abusing authority,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",CRIME IS ON THE INCREASE.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",ADA COMPLIANCE IS LACKING,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",You can't make affordable housing by subsidy.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Better training of utility employees!!,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills","Effective, affordable ride-share networks are critical.",-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",More affordable apartments for senior independent living,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",Gentrification is out of control.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",We need cleaner streets/roads,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",PROVIDE MORE GREEN SPACE,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",The city is becoming extremely unaffordable.,-1,0
"These utility bills are growing too rapidly, please invest in our energy production or come up with more rebates for solar to help lower our bills",This city needs more motor vehicle traffic lanes!!,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Traffic congestion needs major improvement,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Austin needs better public transportation,-1,1
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Austin needs more affordable housing,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",security is top priority,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",We need to manage growth better.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Real estate taxes are too high,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Please provide safety for cyclists.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Utilities are too high.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",ROAD QUALITY IS POOR,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",We need infrastructure to support rapid growth,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Affordable housing for low income /working families,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Growth needs to pay for itself.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",The police are too reactive and authoritarian.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Embrace growth and innovation!,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",homeless population grows and spreads out.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.","privatize utilities, energy, water, etc.",-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Code issues are hurting the city.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",MAKE TAXES MORE AFFORDABLE.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",WATER CONSERVATION IS A PRIORITY.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",QUALITY OF LIFE FOR RETIREES,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Police are overusing and abusing authority,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",CRIME IS ON THE INCREASE.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",ADA COMPLIANCE IS LACKING,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",You can't make affordable housing by subsidy.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Better training of utility employees!!,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.","Effective, affordable ride-share networks are critical.",-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",More affordable apartments for senior independent living,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",Gentrification is out of control.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",We need cleaner streets/roads,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",PROVIDE MORE GREEN SPACE,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",The city is becoming extremely unaffordable.,-1,0
"OUTSIDE THE DOWNTOWN AREA, THERE IS A LACK TRANSPORTATION.",This city needs more motor vehicle traffic lanes!!,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Traffic congestion needs major improvement,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Austin needs better public transportation,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Austin needs more affordable housing,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,security is top priority,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,We need to manage growth better.,-1,-1
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Real estate taxes are too high,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Please provide safety for cyclists.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Utilities are too high.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,ROAD QUALITY IS POOR,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,We need infrastructure to support rapid growth,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Affordable housing for low income /working families,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Growth needs to pay for itself.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,The police are too reactive and authoritarian.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Embrace growth and innovation!,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,homeless population grows and spreads out.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,"privatize utilities, energy, water, etc.",-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Code issues are hurting the city.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,MAKE TAXES MORE AFFORDABLE.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,TAKE BETTER CARE OF THE HOMELESS!,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,WATER CONSERVATION IS A PRIORITY.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,QUALITY OF LIFE FOR RETIREES,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Police are overusing and abusing authority,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,CRIME IS ON THE INCREASE.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,ADA COMPLIANCE IS LACKING,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,You can't make affordable housing by subsidy.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,-1
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Better training of utility employees!!,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,"Effective, affordable ride-share networks are critical.",-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,More affordable apartments for senior independent living,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,Gentrification is out of control.,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,We need cleaner streets/roads,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,PROVIDE MORE GREEN SPACE,-1,0
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,The city is becoming extremely unaffordable.,-1,1
YOU SHOULD SUPPORT THE SHARING ECONOMY AND POLICY OR PROGRAM THAT WOULD MAKE THE CITY AN AFFORDABLE PLACE TO LIVE.,This city needs more motor vehicle traffic lanes!!,-1,0
Please don't tax me out of my home,Traffic congestion needs major improvement,-1,0
Please don't tax me out of my home,Austin needs better public transportation,-1,0
Please don't tax me out of my home,Austin needs more affordable housing,-1,-1
Please don't tax me out of my home,security is top priority,-1,0
Please don't tax me out of my home,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
Please don't tax me out of my home,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
Please don't tax me out of my home,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
Please don't tax me out of my home,We need to manage growth better.,-1,0
Please don't tax me out of my home,Real estate taxes are too high,-1,1
Please don't tax me out of my home,Please provide safety for cyclists.,-1,0
Please don't tax me out of my home,Utilities are too high.,-1,0
Please don't tax me out of my home,ROAD QUALITY IS POOR,-1,0
Please don't tax me out of my home,We need infrastructure to support rapid growth,-1,0
Please don't tax me out of my home,Affordable housing for low income /working families,-1,0
Please don't tax me out of my home,Growth needs to pay for itself.,-1,0
Please don't tax me out of my home,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
Please don't tax me out of my home,The police are too reactive and authoritarian.,-1,0
Please don't tax me out of my home,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
Please don't tax me out of my home,Embrace growth and innovation!,-1,0
Please don't tax me out of my home,PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,1
Please don't tax me out of my home,homeless population grows and spreads out.,-1,0
Please don't tax me out of my home,"privatize utilities, energy, water, etc.",-1,0
Please don't tax me out of my home,Code issues are hurting the city.,-1,0
Please don't tax me out of my home,MAKE TAXES MORE AFFORDABLE.,-1,1
Please don't tax me out of my home,TAKE BETTER CARE OF THE HOMELESS!,-1,0
Please don't tax me out of my home,WATER CONSERVATION IS A PRIORITY.,-1,0
Please don't tax me out of my home,QUALITY OF LIFE FOR RETIREES,-1,0
Please don't tax me out of my home,Police are overusing and abusing authority,-1,0
Please don't tax me out of my home,CRIME IS ON THE INCREASE.,-1,0
Please don't tax me out of my home,TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
Please don't tax me out of my home,ADA COMPLIANCE IS LACKING,-1,0
Please don't tax me out of my home,You can't make affordable housing by subsidy.,-1,0
Please don't tax me out of my home,AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
Please don't tax me out of my home,Better training of utility employees!!,-1,0
Please don't tax me out of my home,"Effective, affordable ride-share networks are critical.",-1,0
Please don't tax me out of my home,INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
Please don't tax me out of my home,More affordable apartments for senior independent living,-1,0
Please don't tax me out of my home,Gentrification is out of control.,-1,0
Please don't tax me out of my home,We need cleaner streets/roads,-1,0
Please don't tax me out of my home,PROVIDE MORE GREEN SPACE,-1,0
Please don't tax me out of my home,The city is becoming extremely unaffordable.,-1,0
Please don't tax me out of my home,This city needs more motor vehicle traffic lanes!!,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Traffic congestion needs major improvement,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Austin needs better public transportation,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Austin needs more affordable housing,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",security is top priority,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",We need to manage growth better.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Real estate taxes are too high,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Please provide safety for cyclists.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Utilities are too high.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",ROAD QUALITY IS POOR,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",We need infrastructure to support rapid growth,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Affordable housing for low income /working families,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Growth needs to pay for itself.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",HOUSING PRICES ARE OUT OF CONTROL.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",The police are too reactive and authoritarian.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Embrace growth and innovation!,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",PROPERTY TAXES ARE DRIVING PEOPLE OUT.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",homeless population grows and spreads out.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School","privatize utilities, energy, water, etc.",-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Code issues are hurting the city.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",MAKE TAXES MORE AFFORDABLE.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",TAKE BETTER CARE OF THE HOMELESS!,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",WATER CONSERVATION IS A PRIORITY.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",QUALITY OF LIFE FOR RETIREES,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Police are overusing and abusing authority,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",CRIME IS ON THE INCREASE.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",TOLL ROADS DISCRIMINATE AGAINST LOW INCOME PEOPLE.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",ADA COMPLIANCE IS LACKING,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",You can't make affordable housing by subsidy.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",AFFORDABILITY ACROSS ALL HOUSEHOLD INCOMES,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Better training of utility employees!!,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School","Effective, affordable ride-share networks are critical.",-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",INCREASE SOCIAL SECURITY FOR ELDERLY.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",More affordable apartments for senior independent living,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",Gentrification is out of control.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",We need cleaner streets/roads,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",PROVIDE MORE GREEN SPACE,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",The city is becoming extremely unaffordable.,-1,0
"Street lights in balconies country club, especially around Spicewood Elementary School",This city needs more motor vehicle traffic lanes!!,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Traffic congestion needs major improvement,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Austin needs better public transportation,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Austin needs more affordable housing,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,security is top priority,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,THE HOMELESS POPULATION NEEDS MORE HELP/ATTENTION,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,AFFORDABLE HOUSING TO KEEP CITY DIVERSE.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,BETTER LONG RANGE PLANNING ON TRAFFIC FLOW.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,We need to manage growth better.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Real estate taxes are too high,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Please provide safety for cyclists.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Utilities are too high.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,ROAD QUALITY IS POOR,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,We need infrastructure to support rapid growth,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Affordable housing for low income /working families,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Growth needs to pay for itself.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,HOUSING PRICES ARE OUT OF CONTROL.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,The police are too reactive and authoritarian.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,PRESERVE THE LOCAL NEIGHBORHOODS ZONING.,-1,0
PLEASE GET THE CONSTRUCTION ON MOPAC DONE!,Embrace growth and innovation!,-1,0
