prefix,topic,text,set,model,plausibility_score,plausibility_label,stance_conf,stance_label,combined_label
We should further exploit solar energy,We should further exploit solar energy,solar energy is a more cost-effective option for generating electricity than nuclear energy,dev,GPT-2-LN,1,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,solar energy is a necessary component to meet future needs,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is a sustainable energy source,dev,GPT-2-ALL,1,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,"solar energy is a technological advance, and should be pursued no matter the cost, the risks, and the potential risks of the exploitation of solar energy.",dev,GPT-2-RANK-FWS,1,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,solar energy is a valuable source of electricity and can be harnessed for the public good if it becomes available.,dev,GPT-2-RANK-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is a very serious prospect for the future of the planet,dev,GPT-2-LN,0.857142857,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,"solar energy is an affordable, reliable and efficient source of renewable energy",dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is an important component of the environment and energy security of the country,dev,GPT-2-ALL,1,Yes,0.857142857,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is an important part of the world's energy mix,dev,GPT-2-LN,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is an important source of energy for the human population,dev,GPT-2-RANK,1,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,solar energy is an important source of renewable energy and cheap electricity.,dev,GPT-2-RANK-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,Solar energy is an important source of renewable energy that can replace nuclear waste,dev,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,Solar energy is cheap and abundant.,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,solar energy is necessary to power our electric grid and to keep the lights on,dev,GPT-2-RANK-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is not a good long-term solution for energy production,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is not as green as first thought,dev,GPT-2-LN,0.571428571,No,,,0
We should further exploit solar energy,We should further exploit solar energy,solar energy is not the enemy it once was and it is now one of the most efficient major sources of renewable energy,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,Solar energy is one of the most promising green energy sources to replace fossil fuels and meet energy demand in a sustainable manner,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is one of the safest and cleanest sources of power generation in the world,dev,GPT-2-LN,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is the most attractive investment in the world,dev,GPT-2-LN,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar energy is the only viable alternative to the current fossil fuels,dev,GPT-2-ALL,1,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,solar energy is too expensive,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,"solar energy provides cheap electricity, water, and natural resources",dev,GPT-2-RANK-FWS,0.428571429,No,,,0
We should further exploit solar energy,We should further exploit solar energy,solar energy will play an important role in future,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,solar energy will play an important role in our future energy mix,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,"solar power is a reliable, safe, and effective source of electricity",dev,GPT-2-ALL,1,Yes,1,Pro,1
"Solar energy is radiant light and heat from the Sun that is harnessed using a range of ever-evolving technologies such as solar heating, photovoltaics, solar thermal energy, solar architecture, molten salt power plants and artificial photosynthesis.  We should further exploit solar energy",We should further exploit solar energy,Solar power is an important element of our energy mix,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,"solar power is an increasingly competitive, reliable and home-grown solution to Britain's energy needs",dev,GPT-2-LN,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,solar power is too expensive and leads to the slashing of budgets for other energy priorities,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Con,1
We should further exploit solar energy,We should further exploit solar energy,to reduce global warming we need to use more renewable energy.,dev,GPT-2-RANK-CE,1,Yes,0.857142857,Pro,1
We should further exploit solar energy,We should further exploit solar energy,"we should exploit solar energy as this is the most efficient method of powering our homes, businesses and/or other needs.",dev,GPT-2-RANK,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,we should further exploit solar energy since it is a clean energy source,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,We should further exploit solar energy to produce the electricity and other facilities that we need.,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
We should further exploit solar energy,We should further exploit solar energy,we should not exploit solar energy because the money spent could be better spent elsewhere for something more beneficial for society,dev,GPT-2-RANK,1,Yes,0.857142857,Con,1
We should further exploit solar energy,We should further exploit solar energy,"With the boom in solar power already in progress, the Chinese market is now expected to continue the significant growth in the solar category",dev,GPT-2-LN,1,Yes,0.571428571,Pro,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,A new poll finds a majority of New Yorkers believe that airport racial profiling is an ineffective tactic.,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,a strong and effective system of airport racial profiling is essential to the nation's well-being,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,airport racial profiling is ineffective and counter-productive to terrorism prevention,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,airports are full of people who are innocent and simply want to go home.,dev,GPT-2-RANK-CE,0.571428571,No,,,0
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,federal law and the state's new law banning racial profiling are unconstitutional,dev,GPT-2-LN-FWS,0.857142857,Yes,0.428571429,Neither,0
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling can help narrow down the number of suspects for a given crime.,dev,GPT-2-RANK,1,Yes,1,Pro,1
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a form of national security and should not be used in the interests of the nation.,dev,GPT-2-RANK-FWS,0,No,,,0
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a necessary government action to keep our streets safer and more crime victims are taken.,dev,GPT-2-RANK-FWS,0.571428571,No,,,0
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a problem in parts of Cuyahoga County,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a problem in the United States and abroad,dev,GPT-2-LN,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a racist policy and should have no part in a civilized society,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a racist policy.,dev,GPT-2-RANK-CE,1,Yes,1,Con,1
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a serious problem,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is a significant problem in Pennsylvania,dev,GPT-2-ALL,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is abhorrent,dev,GPT-2-LN,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is bad policing,dev,GPT-2-LN,1,Yes,0.857142857,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,"Racial profiling is bad policy, but given the state of our budgets, it also diverts scarce resources from real law enforcement",dev,GPT-2-LN,0.714285714,Yes,0.714285714,Neither,0
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,"Racial profiling is bad policy, but given the state of our budgets, it also diverts scarce resources from real law enforcement, Senator Cardin added",dev,GPT-2-LN-FWS,0.857142857,Yes,0.857142857,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,"Racial profiling is bad public policy, but given the state of our budgets, it also diverts scarce resources from real law enforcement",dev,GPT-2-LN,0.714285714,Yes,0.857142857,Con,1
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,Racial profiling is dangerous on all sides.,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is efficient and lets law enforcement focus on criminal activity that is most likely to cause you harm.,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is necessary to keep the country safe from foreigners who bring harm to innocent citizens.,dev,GPT-2-RANK-CE,1,Yes,1,Pro,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is not an effective law enforcement mechanism,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is not and never will be an effective form of law enforcement in the United States,dev,GPT-2-ALL,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,Racial profiling is not only wrong and degrading: it's dangerous and can lead to unexpected confrontations,dev,GPT-2-ALL,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,Racial profiling is unconstitutional and it is an affront to the rule of law and justice.,dev,GPT-2-LN-FWS,1,Yes,1,Con,1
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,Racial profiling is unfair and discriminatory.,dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is unfair as it targets a characteristic which doesn't justify the use of force.,dev,GPT-2-RANK-FWS,0.714285714,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is wrong and hateful,dev,GPT-2-LN,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling is wrong and offensive,dev,GPT-2-LN,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,"racial profiling is wrong, and that police will catch and stop this kind of abuse",dev,GPT-2-LN,0.428571429,No,,,0
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,racial profiling of Pakistans on the plane was 'disgraceful' and rejected the idea of revoking his visa,dev,GPT-2-LN,0.142857143,No,,,0
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,the law banning racial profiling is effective,dev,GPT-2-ALL,1,Yes,0.571428571,Neither,0
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,the profiling of foreigners was degrading and patently illegal,dev,GPT-2-LN,1,Yes,0.857142857,Con,1
Airport racial profiling in the United States is U.S. government activity directed at a suspect or group of suspects because of their race or ethnicity. We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,there is more racial profiling going on now that was premeditated and this acts as a kind of a deterrent,dev,GPT-2-RANK-FWS,0.285714286,No,,,0
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,we should not  increase  airport racial profiling because  it is discriminatory and un-American,dev,GPT-2-RANK,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,we should not  increase the use of airport racial profiling because it is  discriminatory and makes racial stereotyping more widespread than it needs to be.,dev,GPT-2-RANK,1,Yes,1,Con,1
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,we should not increase airport security because it will result in better security in the airports.,dev,GPT-2-RANK,0.142857143,No,,,0
We should increase airport racial profiling in the United States,We should increase airport racial profiling in the United States,we should not increase racial profiling because it is discriminatory and only targets certain races for suspicion.,dev,GPT-2-RANK,1,Yes,1,Con,1
We should increase consumer protection,We should increase consumer protection,A move to restrict consumer protection could have a negative impact on the country's economy,test,GPT-2-LN-FWS,1,Yes,0.857142857,Pro,1
We should increase consumer protection,We should increase consumer protection,consumer protection and consumer welfare are the lifeblood of our economy,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase consumer protection,We should increase consumer protection,"Consumer protection is a good thing.  If someone cannot pay a high enough fine for a broken infraction, then they shouldn't be prevented from getting a new car or from owning an old one.",test,GPT-2-RANK,0.142857143,No,,,0
We should increase consumer protection,We should increase consumer protection,consumer protection is a must have for everyone in the workplace. if someone is covering for someone else then they are doing the right thing,test,GPT-2-RANK,0,No,,,0
We should increase consumer protection,We should increase consumer protection,consumer protection is a priority for the nation,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase consumer protection,We should increase consumer protection,"consumer protection is an important part of any society and should be a top priority for any government agency. if agencies cannot protect their staff and equipment, then consumers will suffer when they cannot protect their own.",test,GPT-2-RANK,0.571428571,No,,,0
We should increase consumer protection,We should increase consumer protection,consumer protection is an important right for the individual as well as the society,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase consumer protection,We should increase consumer protection,consumer protection is an important tool to keep an eye on the products they are purchasing and to keep their exposure to dangerous levels to a minimum.,test,GPT-2-RANK,0.571428571,No,,,0
We should increase consumer protection,We should increase consumer protection,consumer protection is an important tool to protect people who are spending a lot of their time in the market.,test,GPT-2-RANK,0.571428571,No,,,0
We should increase consumer protection,We should increase consumer protection,consumer protection is important as it stops companies from taking profits from products that are intended for the consumer.,test,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should increase consumer protection,We should increase consumer protection,consumer protection is the most important thing that happens to our society,test,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
We should increase consumer protection,We should increase consumer protection,consumer protection is the way to the future,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase consumer protection,We should increase consumer protection,The consumer protection system is important for the country's economic development,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase consumer protection,We should increase consumer protection,we should increase consumer protection because it will help protect the people who are buying these things.,test,GPT-2-RANK,1,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,"Environmental Protection and Biodiversity Conservation, or ECP, is an important tool for conservation",test,GPT-2-LN-FWS,0.714285714,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,environmental protection and effective management of scarce natural resources are essential for equitable sharing of earth,test,GPT-2-LN-FWS,0.571428571,No,,,0
We should increase environmental protection,We should increase environmental protection,environmental protection has a crucial role to play,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,"environmental protection is a good thing.  if someone is paying attention to their environment and taking care of their environment, that is what will happen.  if someone doesn't care about the environment then they shouldn't be allowed to have one.<|end",test,GPT-2-RANK,0.428571429,No,,,0
We should increase environmental protection,We should increase environmental protection,"environmental protection is a major barrier to companies looking to develop in the area, as the resources necessary to protect their investments are limited.",test,GPT-2-RANK,0.857142857,Yes,1,Con,1
We should increase environmental protection,We should increase environmental protection,Environmental protection is a necessary and a moral responsibility.,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,environmental protection is an important part of a country's overall strategy to protect the environment and people from the effects of the elements. increasing  protections will help keep  the elements out of the soil and water and leave the country a more manageable and functional area,test,GPT-2-RANK,0.714285714,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,environmental protection is important because it keeps the earth system in check to ensure that only beneficial organisms can benefit from this process.,test,GPT-2-RANK,0.428571429,No,,,0
We should increase environmental protection,We should increase environmental protection,environmental protection is important because it keeps the population under control,test,GPT-2-RANK,0.285714286,No,,,0
We should increase environmental protection,We should increase environmental protection,environmental protection is needed because a lot of resources are used to produce pollution.,test,GPT-2-RANK,0.714285714,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,environmental protection leads to lower energy consumption,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,protection of environment and human rights are the lifeblood of a free and dynamic society,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase environmental protection,We should increase environmental protection,"The environment is really important, it helps support the growth of our species and our species, and provides us with food and shelter from the elements. We should not destroy it to save a few bucks.",test,GPT-2-RANK,0.142857143,No,,,0
We should increase environmental protection,We should increase environmental protection,the protection of the environment is a fundamental right,test,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase government regulation,We should increase government regulation,government regulation can help prevent health crises by regulating the same-sex marriage and sex-selection programs,dev,GPT-2-LN,0.142857143,No,,,0
We should increase government regulation,We should increase government regulation,"government regulation is a bad thing.  some regulations prevent the free-flowing of ideas, and others put limits on free-flowing speech.",dev,GPT-2-RANK-CE,0.714285714,Yes,1,Con,1
We should increase government regulation,We should increase government regulation,government regulation is good for the economy,dev,GPT-2-LN,1,Yes,1,Pro,1
We should increase government regulation,We should increase government regulation,Government regulation is inefficient and costly,dev,GPT-2-LN,1,Yes,1,Con,1
We should increase government regulation,We should increase government regulation,government regulation of the home improvement industry was the only way to prevent the decay of the old industrial model,dev,GPT-2-LN,1,Yes,0.857142857,Pro,1
We should increase government regulation,We should increase government regulation,Government regulation of the media is absolutely essential to ensuring that the African continent has free and independent media,dev,GPT-2-LN,0.714285714,Yes,1,Pro,1
We should increase government regulation,We should increase government regulation,government regulation of the media is an important law enforcement tool,dev,GPT-2-LN,1,Yes,0.857142857,Pro,1
We should increase government regulation,We should increase government regulation,government regulation tramples upon the free market and is too costly,dev,GPT-2-LN,1,Yes,1,Con,1
We should increase government regulation,We should increase government regulation,governments has regulatory overreach and is responsible for less accidents now than in the 20th century,dev,GPT-2-RANK-CE,0.285714286,No,,,0
We should increase government regulation,We should increase government regulation,Regulation and blackouts are essential to national security.,dev,GPT-2-LN-FWS,0.571428571,No,,,0
We should increase government regulation,We should increase government regulation,regulation can improve the economy by making sure that businesses have adequate safety measures in place to prevent accidents.,dev,GPT-2-RANK,1,Yes,1,Pro,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,regulation can provide a framework for businesses to be able to better protect their assets,dev,GPT-2-RANK-FWS,1,Yes,1,Pro,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,regulation can provide for the health and welfare of the environment,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,regulation could hamper the ability of small businesses to get the necessary capital and machinery to make their businesses a reality.,dev,GPT-2-RANK-FWS,1,Yes,1,Con,1
We should increase government regulation,We should increase government regulation,"regulation creates opportunities for economic growth, innovation and productivity growth",dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,regulation is a necessary and effective tool,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,regulation is necessary to maintain the public's health,dev,GPT-2-LN-FWS,1,Yes,0.857142857,Pro,1
We should increase government regulation,We should increase government regulation,Regulation is very important to the health of the country and its citizens,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase government regulation,We should increase government regulation,regulations are harmful to businesses,dev,GPT-2-ALL,1,Yes,1,Con,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,regulations can be harmful to the economy,dev,GPT-2-RANK-FWS,1,Yes,0.857142857,Con,1
We should increase government regulation,We should increase government regulation,regulations only promote the growth of the bureaucracy which in turn will inflate the cost of things like healthcare and education.,dev,GPT-2-RANK,1,Yes,1,Con,1
We should increase government regulation,We should increase government regulation,regulatory regimes can be viewed as most effective in stimulating innovation and driving entrepreneurship,dev,GPT-2-LN,0.571428571,No,,,0
We should increase government regulation,We should increase government regulation,the current system is too restrictive and is not supporting the private sector,dev,GPT-2-ALL,1,Yes,0.857142857,Con,1
We should increase government regulation,We should increase government regulation,the goal of regulatory capture is to maximize the power of government over private enterprise,dev,GPT-2-LN-FWS,0.857142857,Yes,0.714285714,Neither,0
We should increase government regulation,We should increase government regulation,the government should not be in people's business what they say.  that is state usurpation.,dev,GPT-2-RANK-CE,0.285714286,No,,,0
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,"the market will be made fairer under regulation, more so than in the past and this will lead to an easier for the average joe to navigate.",dev,GPT-2-RANK-FWS,0.285714286,No,,,0
We should increase government regulation,We should increase government regulation,the new regulation will help to reduce the accidents and create a more peaceful workplace,dev,GPT-2-ALL,0.857142857,Yes,0.571428571,Neither,0
We should increase government regulation,We should increase government regulation,the present regulatory state was created to facilitate the business of the future,dev,GPT-2-RANK-CE,0.857142857,Yes,0.857142857,Neither,0
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,"the proposed regulations will have a positive impact on the economy, which will lead to an increase in employment",dev,GPT-2-LN-FWS,1,Yes,0.857142857,Pro,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,the regulation could allow a company with a history of serious accidents to get a safe working place.,dev,GPT-2-RANK-FWS,1,Yes,0.857142857,Pro,1
We should increase government regulation,We should increase government regulation,the regulatory burden imposed on the tobacco industry is far greater than the burden on the tobacco farming industry,dev,GPT-2-ALL,0.857142857,Yes,1,Neither,0
We should increase government regulation,We should increase government regulation,The regulatory environment is an important part of any business ecosystem,dev,GPT-2-ALL,1,Yes,0.571428571,Pro,1
Regulation is an abstract concept of management of complex systems according to a set of rules and trends. We should increase government regulation,We should increase government regulation,the regulatory regime is the best framework to develop and implement policies and strategies to further improve,dev,GPT-2-LN-FWS,0.714285714,Yes,1,Pro,1
We should increase government regulation,We should increase government regulation,the regulatory state has failed to achieve its goal,dev,GPT-2-LN,1,Yes,0.714285714,Con,1
We should increase government regulation,We should increase government regulation,this kind of regulation is counterproductive,dev,GPT-2-LN,1,Yes,1,Con,1
We should increase government regulation,We should increase government regulation,this regulation is too onerous and causes inconvenience,dev,GPT-2-LN-FWS,0.714285714,Yes,1,Con,1
We should increase government regulation,We should increase government regulation,"we need regulation to make sure our country is protected. with more government involvement in our daily lives, businesses can hire more workers and produce more output.",dev,GPT-2-RANK,1,Yes,1,Pro,1
We should increase government regulation,We should increase government regulation,we should make regulation more effective because it could keep the lights on at night or at least provide some illumination.,dev,GPT-2-RANK-CE,0.428571429,No,,,0
We should increase government regulation,We should increase government regulation,"we should not increase government regulation because a it is not fair to punish a person for something that someone else did, and b there is no need to when the system already fails to keep criminals in check. ",dev,GPT-2-RANK,0.428571429,No,,,0
We should increase government regulation,We should increase government regulation,we should not increase government regulation because it is not fair to the people who are producing the products as they have no control over them.,dev,GPT-2-RANK,0.571428571,No,,,0
We should increase international volunteering,We should increase international volunteering,a greater proportion of international volunteers would increase the chances of winning the prize,dev,GPT-2-ALL,0,No,,,0
We should increase international volunteering,We should increase international volunteering,an international volunteer team is the best way to help cure the disease,dev,GPT-2-LN,0.714285714,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,global volunteering is an important way of helping to address the challenges of everyday life in the world,dev,GPT-2-LN,0.857142857,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteer work aids in getting the word out to the masses about important topics to help spread awareness about them,dev,GPT-2-RANK,0.857142857,Yes,0.857142857,Pro,1
We should increase international volunteering,We should increase international volunteering,"international volunteer work helps bring about much needed improvements in the world, and is beneficial to many, especially the less well off who can't afford more formal training.",dev,GPT-2-RANK,0.857142857,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteering brings social and political integration and development,dev,GPT-2-RANK-CE,0.714285714,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,International volunteering has a proven record of reducing crime and preventing exploitation,dev,GPT-2-LN,1,Yes,1,Pro,1
International volunteering is when volunteers contribute their time to work for organisations or causes outside their respective home countries. We should increase international volunteering,We should increase international volunteering,international volunteering is a good way for people from all over the world to get involved in helping people all over the world,dev,GPT-2-RANK-FWS,0.857142857,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,International volunteering is an important way we can help the environment,dev,GPT-2-LN-FWS,0.857142857,Yes,1,Pro,1
International volunteering is when volunteers contribute their time to work for organisations or causes outside their respective home countries. We should increase international volunteering,We should increase international volunteering,international volunteering is an increasingly popular and efficient form of civic engagement for citizens and citizens' groups across the world,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,International volunteering is becoming more popular and is a good way for organisations to build trust and credibility,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteering is essential to the success of the NGO,dev,GPT-2-LN-FWS,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,international volunteering is good for the people in smaller communities who have not the same opportunities in the u.s.a. where they could be volunteering.,dev,GPT-2-RANK-CE,0.428571429,No,,,0
We should increase international volunteering,We should increase international volunteering,International volunteering is good for the world,dev,GPT-2-ALL,1,Yes,1,Pro,1
We should increase international volunteering,We should increase international volunteering,International volunteering is increasingly becoming an integral part of humanitarianism.,dev,GPT-2-LN,1,Yes,1,Pro,1
