Label (-/P/C/?) ,Concept,Category/List Page Title,URL
P,LGBT,Category:LGBT_rights_activists_from_Russia,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_Russia
P,LGBT,Category:LGBT_rights_activists_from_Scotland,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_Scotland
P,LGBT,Category:LGBT_rights_activists_from_South_Africa,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_South_Africa
P,LGBT,Category:LGBT_rights_activists_from_Spain,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_Spain
P,LGBT,Category:LGBT_rights_activists_from_the_Netherlands,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_the_Netherlands
P,LGBT,Category:LGBT_rights_activists_from_the_United_Kingdom,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_the_United_Kingdom
P,LGBT,Category:LGBT_rights_activists_from_the_United_States,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_the_United_States
P,LGBT,Category:LGBT_rights_activists_from_Turkey,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_Turkey
P,LGBT,Category:LGBT_rights_activists_from_Uganda,https://en.wikipedia.org/wiki/Category:LGBT_rights_activists_from_Uganda
P,LGBT,Category:LGBT_Roman_Catholics,https://en.wikipedia.org/wiki/Category:LGBT_Roman_Catholics
P,LGBT,Category:LGBT_royalty,https://en.wikipedia.org/wiki/Category:LGBT_royalty
P,LGBT,Category:LGBT_scientists,https://en.wikipedia.org/wiki/Category:LGBT_scientists
P,LGBT,Category:LGBT_scientists_from_Germany,https://en.wikipedia.org/wiki/Category:LGBT_scientists_from_Germany
P,LGBT,Category:LGBT_scientists_from_the_United_Kingdom,https://en.wikipedia.org/wiki/Category:LGBT_scientists_from_the_United_Kingdom
P,LGBT,Category:LGBT_scientists_from_the_United_States,https://en.wikipedia.org/wiki/Category:LGBT_scientists_from_the_United_States
P,LGBT,Category:LGBT_screenwriters,https://en.wikipedia.org/wiki/Category:LGBT_screenwriters
P,LGBT,Category:LGBT_singers,https://en.wikipedia.org/wiki/Category:LGBT_singers
P,LGBT,Category:LGBT_songwriters,https://en.wikipedia.org/wiki/Category:LGBT_songwriters
P,LGBT,Category:LGBT_sportspeople_from_Australia,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_Australia
P,LGBT,Category:LGBT_sportspeople_from_Canada,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_Canada
P,LGBT,Category:LGBT_sportspeople_from_England,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_England
P,LGBT,Category:LGBT_sportspeople_from_France,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_France
P,LGBT,Category:LGBT_sportspeople_from_Germany,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_Germany
P,LGBT,Category:LGBT_sportspeople_from_New_Zealand,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_New_Zealand
P,LGBT,Category:LGBT_sportspeople_from_Norway,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_Norway
P,LGBT,Category:LGBT_sportspeople_from_South_Africa,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_South_Africa
P,LGBT,Category:LGBT_sportspeople_from_Sweden,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_Sweden
P,LGBT,Category:LGBT_sportspeople_from_the_Netherlands,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_the_Netherlands
P,LGBT,Category:LGBT_sportspeople_from_the_United_States,https://en.wikipedia.org/wiki/Category:LGBT_sportspeople_from_the_United_States
P,LGBT,Category:LGBT_state_legislators_in_Arizona,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Arizona
P,LGBT,Category:LGBT_state_legislators_in_California,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_California
P,LGBT,Category:LGBT_state_legislators_in_Colorado,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Colorado
P,LGBT,Category:LGBT_state_legislators_in_Connecticut,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Connecticut
P,LGBT,Category:LGBT_state_legislators_in_Illinois,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Illinois
P,LGBT,Category:LGBT_state_legislators_in_Maine,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Maine
P,LGBT,Category:LGBT_state_legislators_in_Maryland,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Maryland
P,LGBT,Category:LGBT_state_legislators_in_Massachusetts,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Massachusetts
P,LGBT,Category:LGBT_state_legislators_in_Minnesota,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Minnesota
P,LGBT,Category:LGBT_state_legislators_in_Missouri,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Missouri
P,LGBT,Category:LGBT_state_legislators_in_Nevada,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Nevada
P,LGBT,Category:LGBT_state_legislators_in_New_York,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_New_York
P,LGBT,Category:LGBT_state_legislators_in_Rhode_Island,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Rhode_Island
P,LGBT,Category:LGBT_state_legislators_in_Utah,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Utah
P,LGBT,Category:LGBT_state_legislators_in_Vermont,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Vermont
P,LGBT,Category:LGBT_state_legislators_in_Washington_(state),https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Washington_(state)
P,LGBT,Category:LGBT_state_legislators_in_Wisconsin,https://en.wikipedia.org/wiki/Category:LGBT_state_legislators_in_Wisconsin
P,LGBT,Category:LGBT_studies_academics,https://en.wikipedia.org/wiki/Category:LGBT_studies_academics
?,LGBT,Category:LGBT_superheroes,https://en.wikipedia.org/wiki/Category:LGBT_superheroes
P,LGBT,Category:LGBT_swimmers,https://en.wikipedia.org/wiki/Category:LGBT_swimmers
P,LGBT,Category:LGBT_tennis_players,https://en.wikipedia.org/wiki/Category:LGBT_tennis_players
-,LGBT,Category:LGBT_topics_and_Christianity,https://en.wikipedia.org/wiki/Category:LGBT_topics_and_Christianity
P,LGBT,Category:LGBT_track_and_field_athletes,https://en.wikipedia.org/wiki/Category:LGBT_track_and_field_athletes
P,LGBT,Category:LGBT_volleyball_players,https://en.wikipedia.org/wiki/Category:LGBT_volleyball_players
P,LGBT,Category:LGBT_Wiccans,https://en.wikipedia.org/wiki/Category:LGBT_Wiccans
P,LGBT,Category:LGBT_writers_from_Australia,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Australia
P,LGBT,Category:LGBT_writers_from_Austria,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Austria
P,LGBT,Category:LGBT_writers_from_Brazil,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Brazil
P,LGBT,Category:LGBT_writers_from_Canada,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Canada
P,LGBT,Category:LGBT_writers_from_Cuba,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Cuba
P,LGBT,Category:LGBT_writers_from_Denmark,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Denmark
P,LGBT,Category:LGBT_writers_from_England,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_England
P,LGBT,Category:LGBT_writers_from_France,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_France
P,LGBT,Category:LGBT_writers_from_Germany,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Germany
P,LGBT,Category:LGBT_writers_from_Hungary,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Hungary
P,LGBT,Category:LGBT_writers_from_Ireland,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Ireland
P,LGBT,Category:LGBT_writers_from_Israel,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Israel
P,LGBT,Category:LGBT_writers_from_Japan,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Japan
P,LGBT,Category:LGBT_writers_from_Mexico,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Mexico
P,LGBT,Category:LGBT_writers_from_New_Zealand,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_New_Zealand
P,LGBT,Category:LGBT_writers_from_Norway,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Norway
P,LGBT,Category:LGBT_writers_from_Poland,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Poland
P,LGBT,Category:LGBT_writers_from_Portugal,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Portugal
P,LGBT,Category:LGBT_writers_from_Puerto_Rico,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Puerto_Rico
P,LGBT,Category:LGBT_writers_from_Russia,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Russia
P,LGBT,Category:LGBT_writers_from_Scotland,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Scotland
P,LGBT,Category:LGBT_writers_from_South_Africa,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_South_Africa
P,LGBT,Category:LGBT_writers_from_Spain,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Spain
P,LGBT,Category:LGBT_writers_from_Sweden,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Sweden
P,LGBT,Category:LGBT_writers_from_the_Netherlands,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_the_Netherlands
P,LGBT,Category:LGBT_writers_from_the_Philippines,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_the_Philippines
P,LGBT,Category:LGBT_writers_from_the_United_Kingdom,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_the_United_Kingdom
P,LGBT,Category:LGBT_writers_from_the_United_States,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_the_United_States
P,LGBT,Category:LGBT_writers_from_Wales,https://en.wikipedia.org/wiki/Category:LGBT_writers_from_Wales
P,LGBT,Category:LGBT_Zoroastrians,https://en.wikipedia.org/wiki/Category:LGBT_Zoroastrians
-,LGBT,Category:Opposition_to_same-sex_marriage,https://en.wikipedia.org/wiki/Category:Opposition_to_same-sex_marriage
?,LGBT,Category:People_convicted_under_Germany's_Paragraph_175,https://en.wikipedia.org/wiki/Category:People_convicted_under_Germany's_Paragraph_175
?,LGBT,Category:People_executed_for_sodomy,https://en.wikipedia.org/wiki/Category:People_executed_for_sodomy
P,LGBT,Category:People_prosecuted_under_anti-homosexuality_laws,https://en.wikipedia.org/wiki/Category:People_prosecuted_under_anti-homosexuality_laws
-,LGBT,Category:Persecution_of_homosexuals_in_Nazi_Germany_and_the_Holocaust,https://en.wikipedia.org/wiki/Category:Persecution_of_homosexuals_in_Nazi_Germany_and_the_Holocaust
P,LGBT,Category:Pre-19th-century_LGBT_people,https://en.wikipedia.org/wiki/Category:Pre-19th-century_LGBT_people
P,LGBT,Category:Puerto_Rican_drag_queens,https://en.wikipedia.org/wiki/Category:Puerto_Rican_drag_queens
P,LGBT,Category:Queer_actors,https://en.wikipedia.org/wiki/Category:Queer_actors
P,LGBT,Category:Queer_artists,https://en.wikipedia.org/wiki/Category:Queer_artists
P,LGBT,Category:Queer_feminists,https://en.wikipedia.org/wiki/Category:Queer_feminists
P,LGBT,Category:Queer_pornographic_film_actors,https://en.wikipedia.org/wiki/Category:Queer_pornographic_film_actors
P,LGBT,Category:Queer_theologians,https://en.wikipedia.org/wiki/Category:Queer_theologians
P,LGBT,Category:Queer_theorists,https://en.wikipedia.org/wiki/Category:Queer_theorists
P,LGBT,Category:Queer_writers,https://en.wikipedia.org/wiki/Category:Queer_writers
-,LGBT,Category:Queercore,https://en.wikipedia.org/wiki/Category:Queercore
P,LGBT,Category:Queercore_musicians,https://en.wikipedia.org/wiki/Category:Queercore_musicians
P,LGBT,Category:Radical_Faeries,https://en.wikipedia.org/wiki/Category:Radical_Faeries
-,LGBT,Category:Shudo,https://en.wikipedia.org/wiki/Category:Shudo
P,LGBT,Category:Transgender_and_transsexual_actresses,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_actresses
P,LGBT,Category:Transgender_and_transsexual_artists,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_artists
P,LGBT,Category:Transgender_and_transsexual_entertainers,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_entertainers
P,LGBT,Category:Transgender_and_transsexual_military_personnel,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_military_personnel
P,LGBT,Category:Transgender_and_transsexual_musicians,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_musicians
P,LGBT,Category:Transgender_and_transsexual_people,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_people
P,LGBT,Category:Transgender_and_transsexual_physicians,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_physicians
P,LGBT,Category:Transgender_and_transsexual_politicians,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_politicians
P,LGBT,Category:Transgender_and_transsexual_sportspeople,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_sportspeople
P,LGBT,Category:Transgender_and_transsexual_writers,https://en.wikipedia.org/wiki/Category:Transgender_and_transsexual_writers
P,LGBT,Category:Transgender_rights_activists,https://en.wikipedia.org/wiki/Category:Transgender_rights_activists
?,LGBT,Category:Victims_of_anti-LGBT_hate_crimes,https://en.wikipedia.org/wiki/Category:Victims_of_anti-LGBT_hate_crimes
?,LGBT,Category:Victorian_pederasty,https://en.wikipedia.org/wiki/Category:Victorian_pederasty
-,LGBT,Category:Violence_against_LGBT_people,https://en.wikipedia.org/wiki/Category:Violence_against_LGBT_people
-,LGBT,Category:Westboro_Baptist_Church,https://en.wikipedia.org/wiki/Category:Westboro_Baptist_Church
-,LGBT,List_of_1970s_American_television_episodes_with_LGBT_themes,https://en.wikipedia.org/wiki/List_of_1970s_American_television_episodes_with_LGBT_themes
-,LGBT,List_of_1980s_American_television_episodes_with_LGBT_themes,https://en.wikipedia.org/wiki/List_of_1980s_American_television_episodes_with_LGBT_themes
-,LGBT,List_of_animated_television_programs_with_LGBT_characters,https://en.wikipedia.org/wiki/List_of_animated_television_programs_with_LGBT_characters
-,LGBT,List_of_comedy_and_variety_television_programs_with_LGBT_cast_members,https://en.wikipedia.org/wiki/List_of_comedy_and_variety_television_programs_with_LGBT_cast_members
-,LGBT,List_of_dramatic_television_series_with_LGBT_characters,https://en.wikipedia.org/wiki/List_of_dramatic_television_series_with_LGBT_characters
P,LGBT,List_of_first_LGBT_holders_of_political_offices_in_Canada,https://en.wikipedia.org/wiki/List_of_first_LGBT_holders_of_political_offices_in_Canada
-,LGBT,List_of_LGBT_actions_in_the_United_States_prior_to_the_Stonewall_riots,https://en.wikipedia.org/wiki/List_of_LGBT_actions_in_the_United_States_prior_to_the_Stonewall_riots
P,LGBT,List_of_LGBT_Americans_in_the_United_States_Congress,https://en.wikipedia.org/wiki/List_of_LGBT_Americans_in_the_United_States_Congress
?,LGBT,List_of_LGBT_characters_in_animation_and_graphic_art,https://en.wikipedia.org/wiki/List_of_LGBT_characters_in_animation_and_graphic_art
?,LGBT,List_of_LGBT_characters_in_film,https://en.wikipedia.org/wiki/List_of_LGBT_characters_in_film
?,LGBT,List_of_LGBT_characters_in_modern_written_fiction,https://en.wikipedia.org/wiki/List_of_LGBT_characters_in_modern_written_fiction
?,LGBT,List_of_LGBT_characters_in_television_and_radio,https://en.wikipedia.org/wiki/List_of_LGBT_characters_in_television_and_radio
P,LGBT,List_of_LGBT_Jews,https://en.wikipedia.org/wiki/List_of_LGBT_Jews
P,LGBT,List_of_LGBT_rights_activists,https://en.wikipedia.org/wiki/List_of_LGBT_rights_activists
P,LGBT,List_of_LGBT_sportspeople,https://en.wikipedia.org/wiki/List_of_LGBT_sportspeople
P,LGBT,List_of_LGBT_writers,https://en.wikipedia.org/wiki/List_of_LGBT_writers
-,LGBT,List_of_LGBT-themed_speculative_fiction,https://en.wikipedia.org/wiki/List_of_LGBT-themed_speculative_fiction
-,LGBT,List_of_made-for-television_films_with_LGBT_characters,https://en.wikipedia.org/wiki/List_of_made-for-television_films_with_LGBT_characters
-,LGBT,List_of_news_and_information_television_programs_featuring_LGBT_subjects,https://en.wikipedia.org/wiki/List_of_news_and_information_television_programs_featuring_LGBT_subjects
C,LGBT,List_of_organizations_designated_by_the_Southern_Poverty_Law_Center_as_anti-LGBT_hate_groups,https://en.wikipedia.org/wiki/List_of_organizations_designated_by_the_Southern_Poverty_Law_Center_as_anti-LGBT_hate_groups
-,LGBT,List_of_reality_television_programs_with_LGBT_cast_members,https://en.wikipedia.org/wiki/List_of_reality_television_programs_with_LGBT_cast_members
-,LGBT,List_of_situation_comedies_with_LGBT_characters,https://en.wikipedia.org/wiki/List_of_situation_comedies_with_LGBT_characters
-,LGBT,List_of_soap_operas_with_LGBT_characters,https://en.wikipedia.org/wiki/List_of_soap_operas_with_LGBT_characters
P,LGBT,List_of_the_first_LGBT_holders_of_political_offices,https://en.wikipedia.org/wiki/List_of_the_first_LGBT_holders_of_political_offices
P,LGBT,List_of_the_first_LGBT_holders_of_political_offices_in_Australia,https://en.wikipedia.org/wiki/List_of_the_first_LGBT_holders_of_political_offices_in_Australia
P,LGBT,List_of_the_first_LGBT_holders_of_political_offices_in_the_United_Kingdom,https://en.wikipedia.org/wiki/List_of_the_first_LGBT_holders_of_political_offices_in_the_United_Kingdom
P,LGBT,List_of_the_first_LGBT_holders_of_political_offices_in_the_United_States,https://en.wikipedia.org/wiki/List_of_the_first_LGBT_holders_of_political_offices_in_the_United_States
-,Liberalism,Category:Civil_rights_and_liberties,https://en.wikipedia.org/wiki/Category:Civil_rights_and_liberties
-,Liberalism,Category:Liberalism,https://en.wikipedia.org/wiki/Category:Liberalism
-,Liberalism,Category:Liberalism_in_the_United_States,https://en.wikipedia.org/wiki/Category:Liberalism_in_the_United_States
P,Liberalism,Category:Radical_centrist_writers,https://en.wikipedia.org/wiki/Category:Radical_centrist_writers
P,Liberalism,Category:Russian_liberals,https://en.wikipedia.org/wiki/Category:Russian_liberals
P,Libertarianism,Category:American_libertarians,https://en.wikipedia.org/wiki/Category:American_libertarians
P,Libertarianism,Category:Christian_libertarians,https://en.wikipedia.org/wiki/Category:Christian_libertarians
P,Libertarianism,Category:Left-libertarians,https://en.wikipedia.org/wiki/Category:Left-libertarians
P,Libertarianism,Category:Libertarians,https://en.wikipedia.org/wiki/Category:Libertarians
-,Libertarianism,Category:Old_Right_(United_States),https://en.wikipedia.org/wiki/Category:Old_Right_(United_States)
-,Life extension,Category:Immortality,https://en.wikipedia.org/wiki/Category:Immortality
P,Life extension,Category:Life_extensionists,https://en.wikipedia.org/wiki/Category:Life_extensionists
P,Lutheranism,Category:American_Lutherans,https://en.wikipedia.org/wiki/Category:American_Lutherans
P,Lutheranism,Category:Australian_Lutherans,https://en.wikipedia.org/wiki/Category:Australian_Lutherans
P,Lutheranism,Category:Austrian_Lutherans,https://en.wikipedia.org/wiki/Category:Austrian_Lutherans
P,Lutheranism,Category:Canadian_Lutherans,https://en.wikipedia.org/wiki/Category:Canadian_Lutherans
P,Lutheranism,Category:Converts_to_Lutheranism_from_Roman_Catholicism,https://en.wikipedia.org/wiki/Category:Converts_to_Lutheranism_from_Roman_Catholicism
?,Lutheranism,Category:Converts_to_Roman_Catholicism_from_Lutheranism,https://en.wikipedia.org/wiki/Category:Converts_to_Roman_Catholicism_from_Lutheranism
P,Lutheranism,Category:German_Lutherans,https://en.wikipedia.org/wiki/Category:German_Lutherans
-,Lutheranism,Category:German_Peasants'_War,https://en.wikipedia.org/wiki/Category:German_Peasants'_War
P,Lutheranism,Category:Lutheran_bishops_in_Europe,https://en.wikipedia.org/wiki/Category:Lutheran_bishops_in_Europe
P,Lutheranism,Category:Norwegian_Lutherans,https://en.wikipedia.org/wiki/Category:Norwegian_Lutherans
P,Lutheranism,Category:People_celebrated_in_the_Lutheran_liturgical_calendar,https://en.wikipedia.org/wiki/Category:People_celebrated_in_the_Lutheran_liturgical_calendar
P,Lutheranism,Category:Philippists,https://en.wikipedia.org/wiki/Category:Philippists
P,Maoism,Category:American_Maoists,https://en.wikipedia.org/wiki/Category:American_Maoists
P,Maoism,Category:Communist_League_of_West_Germany_politicians,https://en.wikipedia.org/wiki/Category:Communist_League_of_West_Germany_politicians
-,Maoism,Category:Internal_conflict_in_Peru,https://en.wikipedia.org/wiki/Category:Internal_conflict_in_Peru
?,Maoism,Category:Maoist_China_martyrs,https://en.wikipedia.org/wiki/Category:Maoist_China_martyrs
P,Maoism,Category:Maoist_theorists,https://en.wikipedia.org/wiki/Category:Maoist_theorists
P,Maoism,Category:Maoists,https://en.wikipedia.org/wiki/Category:Maoists
-,Maoism,Category:Naxalite%E2%80%93Maoist_insurgency,https://en.wikipedia.org/wiki/Category:Naxalite%E2%80%93Maoist_insurgency
-,Maoism,Category:Red_Guards,https://en.wikipedia.org/wiki/Category:Red_Guards
P,Maoism,Category:Unified_Communist_Party_of_Nepal_(Maoist)_politicians,https://en.wikipedia.org/wiki/Category:Unified_Communist_Party_of_Nepal_(Maoist)_politicians
-,Maoism,List_of_Naxalite_and_Maoist_groups_in_India,https://en.wikipedia.org/wiki/List_of_Naxalite_and_Maoist_groups_in_India
P,Marijuana,Category:British_Columbia_Marijuana_Party_politicians,https://en.wikipedia.org/wiki/Category:British_Columbia_Marijuana_Party_politicians
P,Marxism,Category:American_communists,https://en.wikipedia.org/wiki/Category:American_communists
P,Marxism,Category:American_Marxist_historians,https://en.wikipedia.org/wiki/Category:American_Marxist_historians
P,Marxism,Category:American_Marxists,https://en.wikipedia.org/wiki/Category:American_Marxists
P,Marxism,Category:Angolan_communists,https://en.wikipedia.org/wiki/Category:Angolan_communists
P,Marxism,Category:Australian_communists,https://en.wikipedia.org/wiki/Category:Australian_communists
-,Marxism,Category:Autonomism,https://en.wikipedia.org/wiki/Category:Autonomism
P,Marxism,Category:Belgian_communists,https://en.wikipedia.org/wiki/Category:Belgian_communists
P,Marxism,Category:Brazilian_communists,https://en.wikipedia.org/wiki/Category:Brazilian_communists
P,Marxism,Category:British_communists,https://en.wikipedia.org/wiki/Category:British_communists
P,Marxism,Category:British_Marxist_historians,https://en.wikipedia.org/wiki/Category:British_Marxist_historians
P,Marxism,Category:British_Marxists,https://en.wikipedia.org/wiki/Category:British_Marxists
P,Marxism,Category:Canadian_communists,https://en.wikipedia.org/wiki/Category:Canadian_communists
P,Marxism,Category:Canadian_Marxists,https://en.wikipedia.org/wiki/Category:Canadian_Marxists
P,Marxism,Category:Chief_ministers_from_Communist_Party_of_India_(Marxist),https://en.wikipedia.org/wiki/Category:Chief_ministers_from_Communist_Party_of_India_(Marxist)
P,Marxism,Category:Chilean_communists,https://en.wikipedia.org/wiki/Category:Chilean_communists
P,Marxism,Category:Chilean_Marxists,https://en.wikipedia.org/wiki/Category:Chilean_Marxists
P,Marxism,"Category:Communist_Party_of_India_(Marxist)_candidates_in_the_Indian_general_election,_2014","https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_(Marxist)_candidates_in_the_Indian_general_election,_2014"
P,Marxism,Category:Communist_Party_of_India_(Marxist)_politicians,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_(Marxist)_politicians
P,Marxism,Category:Communist_Party_of_India_(Marxist)_politicians_from_Tamil_Nadu,https://en.wikipedia.org/wiki/Category:Communist_Party_of_India_(Marxist)_politicians_from_Tamil_Nadu
P,Marxism,Category:Communist_poets,https://en.wikipedia.org/wiki/Category:Communist_poets
P,Marxism,Category:Communist_writers,https://en.wikipedia.org/wiki/Category:Communist_writers
P,Marxism,Category:Communists,https://en.wikipedia.org/wiki/Category:Communists
C,Marxism,Category:Critics_of_Marxism,https://en.wikipedia.org/wiki/Category:Critics_of_Marxism
-,Marxism,Category:Deconstruction,https://en.wikipedia.org/wiki/Category:Deconstruction
P,Marxism,Category:Egyptian_communists,https://en.wikipedia.org/wiki/Category:Egyptian_communists
P,Marxism,Category:English_communists,https://en.wikipedia.org/wiki/Category:English_communists
P,Marxism,Category:English_Marxists,https://en.wikipedia.org/wiki/Category:English_Marxists
P,Marxism,Category:Filipino_communists,https://en.wikipedia.org/wiki/Category:Filipino_communists
?,Marxism,Category:Former_Marxists,https://en.wikipedia.org/wiki/Category:Former_Marxists
-,Marxism,Category:Frankfurt_School,https://en.wikipedia.org/wiki/Category:Frankfurt_School
P,Marxism,Category:French_communists,https://en.wikipedia.org/wiki/Category:French_communists
P,Marxism,Category:French_Marxist_historians,https://en.wikipedia.org/wiki/Category:French_Marxist_historians
P,Marxism,Category:French_Marxists,https://en.wikipedia.org/wiki/Category:French_Marxists
-,Marxism,Category:Freudo-Marxism,https://en.wikipedia.org/wiki/Category:Freudo-Marxism
P,Marxism,Category:German_communists,https://en.wikipedia.org/wiki/Category:German_communists
P,Marxism,Category:German_Marxists,https://en.wikipedia.org/wiki/Category:German_Marxists
P,Marxism,Category:Greek_communists,https://en.wikipedia.org/wiki/Category:Greek_communists
P,Marxism,Category:Greek_Marxists,https://en.wikipedia.org/wiki/Category:Greek_Marxists
P,Marxism,Category:Independent_Social_Democratic_Party_politicians,https://en.wikipedia.org/wiki/Category:Independent_Social_Democratic_Party_politicians
P,Marxism,Category:Indian_communists,https://en.wikipedia.org/wiki/Category:Indian_communists
P,Marxism,Category:Indian_Marxist_historians,https://en.wikipedia.org/wiki/Category:Indian_Marxist_historians
P,Marxism,Category:Indian_Marxists,https://en.wikipedia.org/wiki/Category:Indian_Marxists
P,Marxism,Category:International_Marxist_Group_members,https://en.wikipedia.org/wiki/Category:International_Marxist_Group_members
-,Marxism,Category:International_Marxist_Tendency,https://en.wikipedia.org/wiki/Category:International_Marxist_Tendency
P,Marxism,Category:Iranian_communists,https://en.wikipedia.org/wiki/Category:Iranian_communists
P,Marxism,Category:Irish_communists,https://en.wikipedia.org/wiki/Category:Irish_communists
P,Marxism,Category:Irish_Marxists,https://en.wikipedia.org/wiki/Category:Irish_Marxists
P,Marxism,Category:Italian_communists,https://en.wikipedia.org/wiki/Category:Italian_communists
P,Marxism,Category:Italian_Marxist_historians,https://en.wikipedia.org/wiki/Category:Italian_Marxist_historians
P,Marxism,Category:Italian_Marxists,https://en.wikipedia.org/wiki/Category:Italian_Marxists
P,Marxism,Category:Japanese_communists,https://en.wikipedia.org/wiki/Category:Japanese_communists
P,Marxism,Category:Japanese_Marxists,https://en.wikipedia.org/wiki/Category:Japanese_Marxists
P,Marxism,Category:Left_communists,https://en.wikipedia.org/wiki/Category:Left_communists
P,Marxism,Category:Maoist_theorists,https://en.wikipedia.org/wiki/Category:Maoist_theorists
P,Marxism,Category:Marxian_economists,https://en.wikipedia.org/wiki/Category:Marxian_economists
P,Marxism,Category:Marxist_feminists,https://en.wikipedia.org/wiki/Category:Marxist_feminists
P,Marxism,Category:Marxist_historians,https://en.wikipedia.org/wiki/Category:Marxist_historians
P,Marxism,Category:Marxist_humanists,https://en.wikipedia.org/wiki/Category:Marxist_humanists
P,Marxism,Category:Marxist_journalists,https://en.wikipedia.org/wiki/Category:Marxist_journalists
P,Marxism,Category:Marxist_poets,https://en.wikipedia.org/wiki/Category:Marxist_poets
P,Marxism,Category:Marxist_theorists,https://en.wikipedia.org/wiki/Category:Marxist_theorists
P,Marxism,Category:Marxist_writers,https://en.wikipedia.org/wiki/Category:Marxist_writers
P,Marxism,Category:Marxists,https://en.wikipedia.org/wiki/Category:Marxists
P,Marxism,Category:Members_of_the_Socialist_Labor_Party_of_America,https://en.wikipedia.org/wiki/Category:Members_of_the_Socialist_Labor_Party_of_America
